"ID","CRASHDATE","NYCBOROUGH","ViolationDescription","ViolationCode"
15194951,"2/3/2020","QUEENS","AGGRAVATED UNLIC OPER-2ND DEG.","5112A2"
15194951,"2/3/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15195439,"2/3/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15195560,"2/3/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15195719,"2/3/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15199551,"2/3/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15200041,"2/3/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15200322,"2/3/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15203443,"2/3/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15204046,"2/3/2020","BRONX","DROVE ACROSS HAZARD MARKING","1128D"
15204370,"2/3/2020","MANHATTAN","DROVE ACROSS HAZARD MARKING","1128D"
15204454,"2/3/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15204653,"2/3/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15204822,"2/3/2020","BRONX","UNLICENSED OPERATOR","5091"
15205983,"2/3/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15206669,"2/3/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15206936,"2/3/2020","QUEENS","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15206990,"2/3/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15207512,"2/3/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15207632,"2/3/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15207995,"2/3/2020","QUEENS","UNLICENSED OPERATOR","5091"
15208443,"2/3/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15208476,"2/3/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15208557,"2/3/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15208740,"2/3/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15208842,"2/3/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15208876,"2/3/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15209124,"2/3/2020","BROOKLYN","FAIL/YIELD RIGHT-OF-WAY","24042A"
15209236,"2/3/2020","BRONX","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15209248,"2/3/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15209313,"2/3/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15209356,"2/3/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15213336,"2/3/2020","BROOKLYN","PASSED RED SIGNAL","1111D1"
15213642,"2/3/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15214134,"2/3/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15214243,"2/3/2020","BROOKLYN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15214261,"2/3/2020","MANHATTAN","OPERATOR HAS MORE THAN 2 PASS UNDER 21/DJ/MJ/LIC","501B2B"
15214376,"2/3/2020","STATEN ISLAND","DRIVING WHILE INTOXICATED","11923"
15214435,"2/3/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15214812,"2/3/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15215471,"2/3/2020","BRONX","REFUSAL TO TAKE BREATH TEST","11941B"
15215703,"2/3/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15219213,"2/3/2020","MANHATTAN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15220883,"2/3/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15221118,"2/3/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15221521,"2/3/2020","BRONX","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15221782,"2/3/2020","BRONX","UNLICENSED OPERATOR","5091"
15221939,"2/3/2020","MANHATTAN","UNREGISTERED MOTOR VEHICLE","4011A"
15223073,"2/3/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15223415,"2/3/2020","BROOKLYN","OPERATING/VIOLATION OF RESTRICTIONS","5093"
15223884,"2/3/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15223906,"2/3/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15223958,"2/3/2020","BROOKLYN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15224113,"2/3/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15224124,"2/3/2020","BRONX","AGGRAVATED UNLIC OPER. 1ST DEGREE","5113A"
15224130,"2/3/2020","MANHATTAN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15224152,"2/3/2020","QUEENS","UNLICENSED OPERATOR","5091"
15224217,"2/3/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15224228,"2/3/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15224233,"2/3/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15224742,"2/3/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15224742,"2/3/2020","QUEENS","UNLICENSED OPERATOR","5091"
15224792,"2/3/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15225945,"2/3/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15226901,"2/3/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15227447,"2/3/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15227513,"2/3/2020","BROOKLYN","AGG UNLIC OPER 3 PLUS SUSPENSION","5112A4"
15228415,"2/3/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15228549,"2/3/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15228740,"2/3/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15228895,"2/3/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15229662,"2/3/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15230032,"2/3/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15230265,"2/3/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15230699,"2/3/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15230904,"2/3/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15231078,"2/3/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15231171,"2/3/2020","MANHATTAN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15231509,"2/3/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15231614,"2/3/2020","BROOKLYN","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15232012,"2/3/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15232012,"2/3/2020","BROOKLYN","IMPROPER PLATES","4024"
15233953,"2/3/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15234167,"2/3/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15234576,"2/3/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15237729,"2/3/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15237863,"2/3/2020","QUEENS","FLD/YLD RT-OF-WAY TO EMERG VEHICLE","1144A"
15237913,"2/3/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15238531,"2/3/2020","QUEENS","UNLICENSED OPERATOR","5091"
15238552,"2/3/2020","MANHATTAN","OPERATING W/O INSURANCE INF.","3191U"
15239194,"2/3/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15239211,"2/3/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15239237,"2/3/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15239311,"2/3/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15239427,"2/3/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15239527,"2/3/2020","STATEN ISLAND","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15239527,"2/3/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15244965,"2/3/2020","MANHATTAN","FAILED TO USE DESIGNATED LANE","1128C"
15245301,"2/3/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15245590,"2/3/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15146911,"2/4/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15150717,"2/4/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15151661,"2/4/2020","QUEENS","UNLICENSED OPERATOR","5091"
15152210,"2/4/2020","BROOKLYN","CONSUMPTION/ALCOHOL IN MOTR VEHICLE","12271"
15152280,"2/4/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15152540,"2/4/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15152888,"2/4/2020","QUEENS","FLD TO STOP @ STOP SIGN","1172A"
15153464,"2/4/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15155020,"2/4/2020","BRONX","UNLICENSED OPERATOR","5091"
15157176,"2/4/2020","MANHATTAN","FLD TO WARN BYCL/PED/ANIMAL","1146"
15157319,"2/4/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15157422,"2/4/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15157713,"2/4/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15157721,"2/4/2020","BRONX","UNLICENSED OPERATOR","5091"
15157806,"2/4/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15159869,"2/4/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15163149,"2/4/2020","QUEENS","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15163825,"2/4/2020","STATEN ISLAND","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15164303,"2/4/2020","BROOKLYN","UNSAFE TIRE","37535C"
15165122,"2/4/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15169206,"2/4/2020","QUEENS","UNLICENSED OPERATOR","5091"
15169234,"2/4/2020","QUEENS","NO S BELT 4-9 BACKS","1229C1B"
15169272,"2/4/2020","BROOKLYN","UNREGISTERED MOTOR VEHICLE","4011A"
15169341,"2/4/2020","QUEENS","PARKING VIOLATIONS","1201A"
15172941,"2/4/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15173027,"2/4/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15173426,"2/4/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15173431,"2/4/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15173494,"2/4/2020","BRONX","UNINSPECTED MOTOR VEHICLE","306B"
15174238,"2/4/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15176236,"2/4/2020","STATEN ISLAND","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15176486,"2/4/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15176927,"2/4/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15177234,"2/4/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15177492,"2/4/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15177512,"2/4/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15178961,"2/4/2020","BROOKLYN","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15179922,"2/4/2020","MANHATTAN","INADEQUATE EMER/HAND BRAKE","3751"
15180854,"2/4/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15181012,"2/4/2020","BRONX","UNLICENSED OPERATOR","5091"
15181042,"2/4/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15181125,"2/4/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15181830,"2/4/2020","BRONX","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15184819,"2/4/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15184962,"2/4/2020","BRONX","UNSAFE TIRE","37535C"
15185014,"2/4/2020","BRONX","UNLICENSED OPERATOR","5091"
15185075,"2/4/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15185380,"2/4/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15185459,"2/4/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15189533,"2/4/2020","QUEENS","UNSAFE STARTING","1162"
15190090,"2/4/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15190304,"2/4/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15190547,"2/4/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15190836,"2/4/2020","BROOKLYN","OPER MV WHILE USING PORTABLE ELEC DEV","1225D"
15190838,"2/4/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15190875,"2/4/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15194638,"2/4/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15195034,"2/4/2020","QUEENS","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15195744,"2/4/2020","BRONX","DRIVING WHILE INTOXICATED","11923"
15196250,"2/4/2020","BROOKLYN","IMPROPER OR UNSAFE TURN/WITHOUT SIGNAL","1163A"
15199245,"2/4/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15199280,"2/4/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15199365,"2/4/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15199586,"2/4/2020","BRONX","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15199622,"2/4/2020","BRONX","PASSED FLASHING RED LIGHT","1113A"
15200018,"2/4/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15200381,"2/4/2020","QUEENS","FAILED TO YLD RT-OF-WAY-GRN LITE","1111A1"
15200611,"2/4/2020","QUEENS","OPERATING W/O INSURANCE INF.","3191U"
15203554,"2/4/2020","QUEENS","LEAVING/SCENE PERSONAL INJURY ACC.","6002A"
15203902,"2/4/2020","BROOKLYN","PASSED RED SIGNAL","1111D1"
15203974,"2/4/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15204003,"2/4/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15204164,"2/4/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15205514,"2/4/2020","QUEENS","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15205837,"2/4/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15206378,"2/4/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15206921,"2/4/2020","BROOKLYN","DRIVING TO LFT OF PAVEMENT MARKINGS","1126A"
15207271,"2/4/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15208423,"2/4/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15208755,"2/4/2020","QUEENS","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15208948,"2/4/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15213158,"2/4/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15213642,"2/4/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15213989,"2/4/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15214261,"2/4/2020","BROOKLYN","UNSAFE TIRE","37535C"
15214373,"2/4/2020","QUEENS","LEAVING/SCENE PERSONAL INJURY ACC.","6002A"
15214385,"2/4/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15214576,"2/4/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15214648,"2/4/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15214718,"2/4/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15214721,"2/4/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15214753,"2/4/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15214800,"2/4/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15214869,"2/4/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15215022,"2/4/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15215032,"2/4/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15215560,"2/4/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15215589,"2/4/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15221492,"2/4/2020","BRONX","AGG UNLIC OPER 3 PLUS SUSPENSION","5112A4"
15221627,"2/4/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15222286,"2/4/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15222807,"2/4/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15222811,"2/4/2020","BRONX","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15223683,"2/4/2020","QUEENS","FLD TO STOP @ STOP SIGN","1172A"
15223898,"2/4/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15223901,"2/4/2020","QUEENS","OPERATING W/O INSURANCE INF.","3191U"
15224164,"2/4/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15224440,"2/4/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15224521,"2/4/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15224656,"2/4/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15224766,"2/4/2020","BROOKLYN","DRIV'G W/ABILITY IMPARED/ALCOHOL","11921"
15225450,"2/4/2020","BROOKLYN","RECKLESS DRIVING","1212"
15226925,"2/4/2020","BRONX","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15227605,"2/4/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15228118,"2/4/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15228213,"2/4/2020","BRONX","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15228415,"2/4/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15229415,"2/4/2020","BROOKLYN","MISUSE OF DEALER/TRANSPORTER PLATES","4158"
15229492,"2/4/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15229598,"2/4/2020","BROOKLYN","PASSED RED SIGNAL","1111D1"
15229924,"2/4/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15229969,"2/4/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15230165,"2/4/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15230851,"2/4/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15230940,"2/4/2020","BROOKLYN","LEAVING/SCENE PERSONAL INJURY ACC.","6002A"
15231286,"2/4/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15231455,"2/4/2020","MANHATTAN","BACKING UNSAFELY","1211A"
15232034,"2/4/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15232036,"2/4/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15234264,"2/4/2020","QUEENS","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15234406,"2/4/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15234479,"2/4/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15235028,"2/4/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15237975,"2/4/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15238573,"2/4/2020","BROOKLYN","UNINSPECTED MOTOR VEHICLE","306B"
15238691,"2/4/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15238804,"2/4/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15238885,"2/4/2020","QUEENS","UNSAFE TIRE","37535C"
15239339,"2/4/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15239536,"2/4/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15239627,"2/4/2020","BRONX","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15239719,"2/4/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15239719,"2/4/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15239916,"2/4/2020","BROOKLYN","CONSUMPTION/ALCOHOL IN MOTR VEHICLE","12271"
15240342,"2/4/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15244783,"2/4/2020","QUEENS","UNSAFE TIRE","37535C"
15244985,"2/4/2020","BROOKLYN","RECKLESS DRIVING","1212"
15245272,"2/4/2020","BROOKLYN","UNINSPECTED MOTOR VEHICLE","306B"
15245356,"2/4/2020","BROOKLYN","OP MV- MOBILE PHONE","1225C2A"
15146763,"2/5/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15151805,"2/5/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15152466,"2/5/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15152611,"2/5/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15152730,"2/5/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15153424,"2/5/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15154846,"2/5/2020","MANHATTAN","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15154852,"2/5/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15157180,"2/5/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15157526,"2/5/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15157701,"2/5/2020","QUEENS","UNLICENSED OPERATOR","5091"
15158343,"2/5/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15158581,"2/5/2020","MANHATTAN","AGGRAVATED UNLIC OPER 2ND/PREV CONV","5112A1"
15159957,"2/5/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15164356,"2/5/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15165506,"2/5/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15168070,"2/5/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15168772,"2/5/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15169250,"2/5/2020","QUEENS","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15169406,"2/5/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15170408,"2/5/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15172314,"2/5/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15172429,"2/5/2020","MANHATTAN","UNSAFE TIRE","37535C"
15173184,"2/5/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15173668,"2/5/2020","BROOKLYN","BACKING UNSAFELY","1211A"
15174199,"2/5/2020","MANHATTAN","REFUSAL TO TAKE BREATH TEST","11941B"
15177008,"2/5/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15177629,"2/5/2020","MANHATTAN","IMPROPER LEFT TURN ON TWO-WAY RDWY","1160B"
15178728,"2/5/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15179190,"2/5/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15179371,"2/5/2020","MANHATTAN","UNSAFE TIRE","37535C"
15180254,"2/5/2020","BROOKLYN","AGGRAVATED UNLIC OPER-2ND DEG.","5112A2"
15181109,"2/5/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15185380,"2/5/2020","MANHATTAN","DRIVING ON SIDEWALK","1225A"
15185987,"2/5/2020","BRONX","UNLICENSED OPERATOR","5091"
15187952,"2/5/2020","BRONX","UNLICENSED OPERATOR","5091"
15189360,"2/5/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15189360,"2/5/2020","BRONX","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15190076,"2/5/2020","BROOKLYN","UNINSPECTED MOTOR VEHICLE","306B"
15190138,"2/5/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15195074,"2/5/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15195201,"2/5/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15198855,"2/5/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15198885,"2/5/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15199043,"2/5/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15199198,"2/5/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15199390,"2/5/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15199672,"2/5/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15199677,"2/5/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15200314,"2/5/2020","BRONX","UNLICENSED OPERATOR","5091"
15203743,"2/5/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15204265,"2/5/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15204379,"2/5/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15204435,"2/5/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15204446,"2/5/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15205673,"2/5/2020","BROOKLYN","IMPROPER U TURN","1160E"
15205888,"2/5/2020","BROOKLYN","UNSAFE TIRE","37535C"
15206059,"2/5/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15206633,"2/5/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15208339,"2/5/2020","QUEENS","PASSED RED SIGNAL","1111D1"
15208849,"2/5/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15208851,"2/5/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15208865,"2/5/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15209168,"2/5/2020","STATEN ISLAND","FAILED TO KEEP RIGHT","1120A"
15209253,"2/5/2020","MANHATTAN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15213128,"2/5/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15213568,"2/5/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15213685,"2/5/2020","BROOKLYN","DRIVING TO LFT OF PAVEMENT MARKINGS","1126A"
15213837,"2/5/2020","BRONX","BACKING UNSAFELY","1211A"
15213908,"2/5/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15213925,"2/5/2020","QUEENS","IMPROPER U TURN","1160E"
